0,0,0.000005,0,0,0,0,-26.7,NA,1,Sol
25,81.367,58.243094,0.080879,-56.818381,0.0053,-44.290561,6.28,Phe,17.7337262454256,NA
43,136.2398,69.024292,0.155048,117.45989,0.008593,59.559679,6.18,Cas,54.5506588170373,NA
88,181.8182,119.736878,0.562356,-136.823418,0.017941,-48.809876,5.71,Phe,149.692485676004,NA
106,199.6008,128.347884,0.73972,152.861641,0.022013,49.981558,6.22,Cas,112.823612164899,NA
107,166.3894,106.198875,0.618768,-128.089244,0.022255,-50.337373,5.53,Phe,148.047132489763,NA
122,66.5779,14.902031,0.103716,-64.888859,0.026616,-77.065724,4.78,Oct,47.2933414918652,NA
124,943.3962,454.144163,3.204116,826.885007,0.026949,61.222801,5.58,Cas,4541.50712632555,NA
137,374.5318,276.711822,2.089808,252.388978,0.028847,42.367144,6.25,And,386.18908944899,NA
145,139.2758,139.077212,1.106982,-7.355907,0.030402,-3.027504,5.13,Psc,149.830421062266,NA
154,132.4503,131.716394,1.126662,-13.877167,0.032672,-6.014072,4.37,Psc,272.897778280804,NA
171,12.1699,10.834733,0.102555,5.540428,0.036139,27.082256,5.8,Peg,0.617163168455584,NA
183,154.0832,133.807455,1.36158,-76.389577,0.038867,-29.720414,5.04,Scl,199.342545649809,NA
186,122.8501,121.345487,1.272247,19.126563,0.040046,8.956824,6.33,Psc,38.618908944899,NA
194,36.9004,36.494389,0.397318,5.44498,0.041584,8.485463,5.7,Psc,6.22300285169159,NA
208,100000,40513.198308,459.88359,91424.664275,0.043357,66.098966,5.87,Cas,39084089.5792402,NA
238,61.1621,57.451984,0.741591,-20.964675,0.049301,-20.045882,6.25,Cet,10.299117193407,NA
274,763.3588,338.894446,5.070187,683.988975,0.057143,63.64052,6.24,Cas,1620.31704274,NA
300,83.4725,79.670013,1.300177,-24.872663,0.06233,-17.335988,4.55,Cet,91.8755601666062,NA
302,265.9574,105.131447,1.771134,244.290098,0.064342,66.712183,6.31,Cep,184.331687950575,NA
330,100000,46495.3549,857.790357,88529.351835,0.070462,62.287664,5.9,Cas,38018939.6320561,NA
343,90.6618,86.89952,1.641967,-25.793323,0.072165,-16.529036,5.78,Cet,34.8979567437874,NA
355,641.0256,630.150175,12.379991,-116.922329,0.075033,-10.509523,4.99,Cet,3610.77145100353,NA
366,386.1004,286.452905,5.762477,258.814588,0.07683,42.09253,6.11,And,467.30453963151,NA
377,175.4386,55.839008,1.142475,-166.311133,0.078131,-71.436891,5.59,Tuc,155.739938908086,NA
379,92.6784,35.956698,0.73744,85.415532,0.078304,67.166445,5.68,Cep,39.9944749761098,NA
394,39.185,32.224052,0.688502,22.28464,0.081573,34.659797,6.09,And,4.90230130136168,NA
399,200,178.713114,3.84753,89.703967,0.08222,26.648764,6.25,Peg,110.153930954141,NA
417,138.8889,138.849775,3.068332,-1.219378,0.084395,-0.503035,6.32,Psc,49.7966354164485,NA
418,221.7295,106.405975,2.369398,194.515247,0.085039,61.31397,5.8,Cas,204.927385838024,NA
441,39.4945,39.287997,0.914841,-3.927804,0.088928,-5.707618,4.61,Psc,19.4625615936124,NA
475,114.2857,111.141705,2.764456,26.478222,0.094989,13.396266,5.55,Peg,68.5488226452662,NA
517,21.4777,11.23803,0.307211,18.300258,0.104356,58.436733,5.98,Cas,1.62929603263972,NA
521,25.7136,16.837769,0.46441,-19.42844,0.105277,-49.075191,5.7,Phe,3.02273448003865,NA
530,265.9574,115.723206,3.253833,239.438695,0.10737,64.196168,5.57,Cas,364.418150788861,NA
543,13.6705,11.948982,0.344882,6.632053,0.110209,29.021502,6.07,And,0.607575146105741,NA
559,39.3856,36.209605,1.080174,-15.457211,0.113911,-23.10754,6.19,Cet,4.51647904929112,NA
601,176.0563,167.926569,5.35391,-52.609842,0.121741,-17.38699,6.2,Cet,89.3716960850198,NA
635,78.3699,72.358029,2.457783,-30.001634,0.129693,-22.50856,5.93,Cet,22.7195643773527,NA
654,94.9668,79.115753,2.782872,-52.45625,0.134303,-33.529326,5.67,Scl,42.383810577435,NA
663,279.3296,278.896072,9.984904,-11.929502,0.136693,-2.447711,6.18,Psc,229.297859182482,NA
670,98.4252,97.196752,3.518268,-15.098621,0.138204,-8.824112,5.99,Cet,33.9156386905822,NA
676,29.7442,25.974572,0.951042,14.461264,0.139791,29.090432,2.07,And,114.498553469019,Alpheratz
694,578.0347,550.659574,20.572593,-174.570161,0.142638,-17.578155,6.11,Cet,1047.1285480509,NA
697,32.4465,26.020663,0.986231,19.357659,0.14471,36.627125,6.21,And,3.00884627664573,NA
714,138.5042,124.956847,4.838002,59.546878,0.147814,25.462985,6.24,Peg,53.3089342236701,NA
727,87.4126,82.969037,3.274515,27.319281,0.150672,18.211963,5.57,Peg,39.373135370085,NA
728,128.3697,75.391635,2.975289,-103.855819,0.15066,-54.001931,6.32,Phe,42.5402462944068,NA
744,16.7842,8.600014,0.344589,14.409503,0.152887,59.14978,2.28,Cas,30.0607630262823,Caph
758,105.4852,18.819015,0.767057,103.790103,0.155525,79.714545,6.01,Cep,38.2296216565919,NA
759,77.4593,68.343305,2.790097,-36.350566,0.155851,-27.987928,5.42,Scl,35.4813389233575,NA
763,44.2087,30.82377,1.266396,-31.665333,0.156836,-45.747426,3.88,Phe,47.7749234659094,NA
811,93.633,91.778975,4.021883,18.099895,0.167278,11.145813,5.54,Psc,46.4301407281803,NA
812,78.064,10.551931,0.46238,-77.346312,0.167293,-82.224047,5.29,Oct,40.6256198186843,NA
838,58.309,58.00594,2.612349,-5.333956,0.171908,-5.248588,5.84,Psc,13.6646968074047,NA
839,377.3585,261.527194,11.785276,271.779391,0.172012,46.072272,5.01,And,1229.13617306017,NA
871,75.0188,73.137904,3.421562,-16.339167,0.178565,-12.579897,5.84,Cet,22.6151774610836,NA
908,18.7477,18.046958,0.887717,-5.000042,0.187739,-15.467977,4.89,Cet,3.38844156139202,NA
928,243.309,214.952607,10.864269,-113.475053,0.192894,-27.799737,5.41,Scl,353.508613361997,NA
948,21.2766,17.377471,0.890451,-12.244148,0.195552,-35.133119,5.24,Scl,3.16227766016838,NA
965,202.0202,134.593958,7.044791,150.48939,0.199741,48.152396,6.18,And,119.894704047942,NA
981,190.8397,181.306922,9.633925,-58.777132,0.202773,-17.938278,5.29,Cet,242.7727847681,NA
1065,120.048,115.664183,6.687324,31.442127,0.220598,15.183596,2.83,Peg,926.403100736399,Algenib
1072,298.5075,26.003872,1.513836,-297.368888,0.222099,-84.993978,5.78,Oct,378.442584717093,NA
1074,131.406,116.896409,6.841903,59.631571,0.223312,26.987545,6.24,And,47.9954424931944,NA
1084,34.904,26.282289,1.551559,22.915172,0.22524,41.03537,5.71,And,5.51569191260803,NA
1094,396.8254,355.958884,21.310082,-174.095773,0.228401,-26.022345,5.94,Scl,577.03213533293,NA
1097,265.252,237.398555,14.249219,-117.463162,0.228994,-26.284959,6.14,Scl,214.387766597351,NA
1121,103.1992,86.185527,5.285684,56.517193,0.233967,33.206039,6.22,And,30.1439388427947,NA
1156,178.5714,176.575373,11.155955,-24.174803,0.241008,-7.780532,5.13,Cet,246.376907672177,NA
1166,112.8668,105.704826,6.744268,38.98495,0.243378,20.206702,4.79,Peg,134.648028838785,NA
1169,137.1742,129.488149,8.283,-44.507481,0.244005,-18.932866,4.44,Cet,274.410041825657,NA
1189,103.8422,102.180753,6.656346,-17.26328,0.248476,-9.569571,5.77,Cet,46.2168136092245,NA
1191,140.8451,130.049339,8.484933,53.40861,0.24886,22.284225,6.25,Peg,54.6512374519872,NA
1193,194.5525,159.213712,10.41521,-111.323904,0.249515,-34.904223,6.17,Scl,112.201845430196,NA
1194,77.7605,76.676686,5.019156,11.92437,0.249677,8.820962,6.02,Psc,20.5873287673353,NA
1286,152.207,129.530168,9.141561,-79.406606,0.269126,-31.446394,5.66,Scl,109.849984505838,NA
1300,106.4963,76.931585,5.500631,73.435278,0.272645,43.595049,6.12,And,35.2208635618468,NA
1317,125,123.386422,8.935011,17.915321,0.276122,8.240154,6.12,Psc,48.5288500162121,NA
1351,190.1141,90.370066,6.696118,167.128006,0.282513,61.533185,5.74,Cas,159.220872705117,NA
1363,94.697,73.717927,5.507828,59.184918,0.284863,38.681636,4.61,And,111.892248195524,NA
1369,343.6426,229.531844,17.208961,255.164977,0.285845,47.947405,5.86,Cas,466.015111702184,NA
1412,735.2941,457.03369,35.402931,574.911987,0.295295,51.43309,6.11,Cas,1693.55770869152,NA
1418,117.3709,116.966373,9.10017,3.458869,0.296583,1.688727,6.19,Psc,40.1051366086576,NA
1462,153.8462,150.432878,12.029176,29.8986,0.304791,11.206214,6.07,Psc,76.913044028661,NA
1470,41.3223,32.988623,2.643715,24.744457,0.305463,36.785224,4.51,And,23.3560824662522,NA
1490,166.6667,141.610946,11.541536,87.12581,0.310625,31.517227,5.88,And,107.547420897279,NA
1498,202.8398,145.93616,11.935836,140.371588,0.311712,43.791141,6.1,And,130.136763010746,NA
1499,112.4859,81.678029,6.682639,-77.052863,0.31182,-43.235571,6.33,Phe,32.3593656929628,NA
1559,84.1751,82.880324,7.042663,-12.912353,0.323799,-8.823921,3.56,Cet,232.487710150165,NA
1595,8.5866,3.631914,0.318885,-7.774227,0.334142,-64.874791,4.23,Tuc,1.30496841413022,NA
1626,159.7444,136.477267,12.184297,82.120542,0.340111,30.935614,5.89,And,97.9039017448051,NA
1641,125,123.225843,11.104763,17.807629,0.343295,8.190271,5.38,Psc,95.9400631515934,NA
1643,97.561,33.829515,3.056494,-91.457047,0.344178,-69.624913,5.5,Tuc,52.2877555313441,NA
1653,191.9386,160.4743,14.575103,104.287431,0.345978,32.911186,5.79,And,155.024378887104,NA
1682,48.5437,38.106993,3.521856,29.865569,0.352017,37.968603,5.16,And,17.7174003994312,NA
1702,174.8252,37.889928,3.561585,-170.632895,0.357986,-77.426873,5.96,Hyi,109.951206687935,NA
1704,101.3171,88.239543,8.310005,-49.090933,0.358665,-28.981469,5.18,Scl,75.7181509714705,NA
1724,270.2703,252.73287,24.080813,-92.695126,0.362853,-20.058024,5.61,Cet,362.743801476458,NA
1768,153.8462,148.890825,14.61509,35.868965,0.373745,13.482488,6.25,Psc,65.1628394060842,NA
1916,306.7485,187.712485,19.945498,241.786691,0.404348,52.019914,5.58,Cas,480.396682929681,NA
1934,151.7451,150.766261,16.174912,-5.875621,0.408236,-2.219064,6.08,Psc,74.1993327789943,NA
